country,location_name,latitude,longitude,temperature_fahrenheit,cloud,precip_mm,air_quality,moon_illumination,visibility_km,visibility_miles
Chad,N'djamena,12.11,15.05,89.6,25,0.0,166.2,13,6.0,3.0
Chile,Santiago,-33.45,-70.67,68.0,0,0.0,17.5,13,10.0,6.0
China,Beijing,39.93,116.39,55.4,0,0.0,385.1,13,8.0,4.0
Bulgaria,Bogot,43.32,24.7,54.1,7,0.0,17.9,13,10.0,6.0
Comoros,Moroni,-11.7,43.24,70.7,12,0.0,3.5,13,10.0,6.0
Congo,Brazzaville,-4.26,15.28,78.8,0,0.0,3.6,13,8.0,4.0
Costa Rica,San Juan,9.97,-84.08,73.4,50,3.68,5.0,13,10.0,6.0
Croatia,Zagreb,45.8,16.0,57.2,0,0.0,27.5,13,1.2,0.0
Cuba,Havana,23.13,-82.36,84.2,75,0.0,2.6,13,9.0,5.0
Cyprus,Nicosia,35.17,33.37,68.0,0,0.0,18.3,13,10.0,6.0
Czech Republic,Prague,50.08,14.47,64.4,0,0.0,16.7,13,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,78.8,0,0.0,3.6,13,8.0,4.0
Denmark,Copenhagen,55.67,12.58,55.4,75,0.0,1.8,13,10.0,6.0
Djibouti,Djibouti,11.6,43.15,87.8,50,0.0,4.2,13,10.0,6.0
Dominica,Roseau,15.3,-61.4,86.0,75,0.0,2.9,13,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,91.4,25,0.0,4.4,13,10.0,6.0
Ecuador,Quito,-0.22,-78.5,60.1,53,1.44,34.3,13,10.0,6.0
Egypt,Cairo,30.05,31.25,77.0,50,0.0,12.6,13,4.0,2.0
El Salvador,San Salvador,13.71,-89.2,87.8,50,1.35,7.5,13,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,78.8,25,0.29,0.9,13,10.0,6.0
Eritrea,Asmara,15.33,38.93,67.0,0,0.0,19.8,13,10.0,6.0
Estonia,Tallinn,59.43,24.73,53.6,50,0.18,0.5,13,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,72.6,48,0.0,15.5,13,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,64.4,50,0.0,18.4,13,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,77.0,75,0.02,3.7,13,10.0,6.0
Finland,Helsinki,60.18,24.93,51.8,25,0.01,0.7,13,10.0,6.0
France,Paris,48.87,2.33,68.0,0,0.0,11.6,13,10.0,6.0
Gabon,Libreville,0.38,9.45,80.6,50,0.11,4.5,13,10.0,6.0
Gambia,Banjul,13.45,-16.58,80.6,75,0.0,8.2,13,10.0,6.0
Georgia,Tbilisi,41.73,44.79,51.8,0,0.0,0.6,13,10.0,6.0
Germany,Berlin,52.52,13.4,68.0,0,0.0,4.8,13,10.0,6.0
Ghana,Accra,5.55,-0.22,80.6,75,0.0,15.9,13,10.0,6.0
Greece,Athens,37.98,23.72,66.2,25,0.0,3.7,13,10.0,6.0
Grenada,Saint George's,12.05,-61.75,87.8,25,0.02,3.1,13,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,77.0,50,0.16,50.4,13,10.0,6.0
Guinea,Conakry,9.51,-13.71,80.6,75,2.61,0.5,13,8.0,4.0
Guinea-Bissau,Bissau,11.85,-15.58,77.0,50,0.0,2.2,13,6.0,3.0
Guyana,Georgetown,6.8,-58.17,87.8,25,0.0,2.4,13,5.0,3.0
Haiti,Port-Au-Prince,18.54,-72.34,93.2,37,0.0,17.0,13,10.0,6.0
Vatican City,Vatican City,41.9,12.45,69.8,0,0.0,28.0,13,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,80.6,37,0.09,5.5,13,10.0,6.0
Hungary,Budapest,47.5,19.08,55.4,0,0.0,26.0,13,10.0,6.0
Iceland,Hella,63.83,-20.4,34.9,100,0.23,0.5,13,5.0,3.0
India,New Delhi,28.6,77.2,73.4,0,0.0,191.7,13,3.5,2.0
Indonesia,Jakarta,-6.21,106.85,80.6,25,0.0,1179.3,13,5.0,3.0
Iran,Tehran,35.73,51.33,69.8,75,0.0,12.0,13,10.0,6.0
Iraq,Baghdad,33.34,44.39,86.0,75,0.0,12.8,13,10.0,6.0
Ireland,Dublin,53.33,-6.25,39.2,25,0.0,2.7,13,10.0,6.0
Israel,Jerusalem,31.78,35.23,75.2,50,0.0,19.2,13,10.0,6.0
Italy,Rome,41.9,12.48,69.8,0,0.0,28.0,13,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,89.6,25,0.0,4.1,13,10.0,6.0
Japan,Tokyo,35.69,139.69,64.4,75,0.0,12.2,13,10.0,6.0
Jordan,Amman,31.95,35.93,68.0,25,0.0,17.0,13,7.0,4.0
Kazakhstan,Astana,51.18,71.43,37.4,25,0.0,5.9,13,10.0,6.0
Kenya,Nairobi,-1.28,36.82,68.0,75,0.0,6.2,13,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,84.8,64,0.0,0.5,13,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,87.1,0,0.0,61.2,13,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,61.4,0,0.0,6.6,13,10.0,6.0
Indonesia,Laos,-8.18,114.32,70.9,74,0.02,43.9,13,10.0,6.0
Latvia,Riga,56.95,24.1,59.0,100,0.29,4.0,13,10.0,6.0
Lebanon,Beirut,33.87,35.51,75.2,50,0.0,21.5,13,8.0,4.0
Lesotho,Maseru,-29.32,27.48,61.3,74,1.11,53.4,13,9.0,5.0
Liberia,Monrovia,6.31,-10.8,75.2,75,1.64,2.1,13,8.0,4.0
Thailand,Nan,18.78,100.78,70.9,66,0.36,15.5,13,10.0,6.0
Liechtenstein,Vaduz,47.13,9.52,59.0,0,0.0,16.0,13,10.0,6.0
Lithuania,Vilnius,54.68,25.32,57.2,75,0.0,13.4,13,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,64.4,0,0.0,8.8,13,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,60.8,25,0.0,40.3,13,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,76.5,6,0.0,12.9,13,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,78.8,25,0.33,120.7,13,10.0,6.0
Maldives,Farukolhufunadhoo,6.15,73.27,79.0,100,1.08,0.5,13,10.0,6.0
Mali,Bamako,12.65,-8.0,75.2,25,0.09,8.2,13,10.0,6.0
Malta,Valletta,35.9,14.51,71.6,0,0.0,93.9,13,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,82.4,100,0.22,0.5,13,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,80.9,11,0.0,71.1,13,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,68.0,25,0.0,4.8,13,10.0,6.0
Mexico,Mexico City,19.43,-99.13,66.2,100,0.0,1.5,13,13.0,8.0
Micronesia,Palikir,6.92,158.15,84.2,75,0.67,0.5,13,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,46.1,5,0.0,1.3,13,10.0,6.0
Monaco,Monaco,43.73,7.42,68.0,25,0.0,45.4,13,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,19.4,0,0.0,6.6,13,10.0,6.0
Montenegro,Podgorica,42.44,19.26,62.6,0,0.0,7.0,13,10.0,6.0
Morocco,Rabat,34.03,-6.84,64.4,0,0.0,17.0,13,5.0,3.0
Mozambique,Maputo,-25.97,32.59,77.0,50,0.0,5.9,13,10.0,6.0
Myanmar,Pathein,16.78,94.73,75.0,26,0.0,24.3,13,2.0,1.0
Namibia,Windhoek,-22.57,17.08,68.0,0,0.0,10.8,13,10.0,6.0
Turkey,Yaren,39.55,27.62,59.0,0,0.0,2.4,13,10.0,6.0
Nepal,Kathmandu,27.72,85.32,66.2,50,0.0,170.0,13,7.0,4.0
Netherlands,Amsterdam,52.37,4.89,64.4,25,0.65,2.5,13,10.0,6.0
New Zealand,Wellington,-41.3,174.78,59.0,0,0.0,1.2,13,10.0,6.0
Nicaragua,Managua,12.15,-86.27,89.6,50,1.08,7.9,13,10.0,6.0
Niger,Niamey,13.52,2.12,91.4,0,0.0,71.5,13,9.0,5.0
Nigeria,Abuja,9.18,7.18,78.8,0,0.0,14.5,13,10.0,6.0
North Korea,Pyongyang,39.02,125.75,54.5,0,0.0,331.2,13,10.0,6.0
Macedonia,Skopje,42.0,21.43,50.0,0,0.0,10.6,13,10.0,6.0
Norway,Oslo,59.92,10.75,48.2,75,0.0,0.5,13,10.0,6.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,59.6,13,10.0,6.0
Pakistan,Islamabad,33.7,73.17,71.1,0,0.0,73.2,13,10.0,6.0
Palau,Adkip,7.36,134.51,82.4,75,0.51,4.3,13,19.0,11.0
Bolivia,National,-11.18,-67.08,97.4,35,0.0,23.5,13,10.0,6.0
Panama,Panama City,8.97,-79.53,86.0,50,0.5,1.9,13,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,77.0,100,0.03,4.6,13,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,98.1,14,0.0,1.9,13,10.0,6.0
Peru,Lima,-12.05,-77.05,68.2,10,0.0,7.5,13,10.0,6.0
Philippines,Manila,14.6,120.98,78.8,75,0.0,24.0,13,10.0,6.0
Poland,Warsaw,52.25,21.0,66.2,0,0.0,15.9,13,10.0,6.0
Portugal,Lisbon,38.72,-9.13,73.4,0,0.0,33.5,13,10.0,6.0
Qatar,Doha,25.29,51.53,87.8,0,0.0,44.5,13,10.0,6.0
Romania,Bucharest,44.43,26.1,50.0,0,0.0,50.5,13,10.0,6.0
Russia,Moscow,55.75,37.62,39.2,75,0.07,1.6,13,10.0,6.0
Rwanda,Kigali,-1.95,30.06,66.2,50,0.0,46.7,13,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,84.2,25,0.0,2.5,13,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,86.0,25,0.0,1.8,13,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.1,63,0.03,5.4,13,10.0,6.0
Samoa,Apia,-13.83,-171.73,82.4,75,0.05,3.5,13,10.0,6.0
San Marino,San Marino,43.93,12.45,62.6,0,0.0,68.2,13,5.0,3.0
Belgium,'S-Gravenwezel,51.27,4.55,66.2,0,0.0,12.9,13,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,78.8,0,0.0,40.3,13,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,50,0.0,72.4,13,10.0,6.0
Serbia,Belgrade,44.8,20.47,59.0,0,0.0,15.1,13,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,80.6,25,0.2,0.6,13,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,79.3,74,0.77,2.1,13,9.0,5.0
Singapore,Singapore,1.29,103.86,80.6,75,0.0,39.9,13,9.0,5.0
Slovakia,Bratislava,48.15,17.12,57.2,0,0.0,19.1,13,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,53.6,0,0.0,41.8,13,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,78.8,75,0.0,1.2,13,10.0,6.0
Somalia,Mogadishu,2.07,45.37,78.3,28,0.0,3.6,13,10.0,6.0
South Africa,Pretoria,-25.75,28.19,64.4,0,0.0,114.2,13,10.0,6.0
South Korea,Seoul,37.57,127.0,51.8,0,0.0,69.2,13,10.0,6.0
Sudan,Juba,12.15,24.45,86.4,0,0.0,85.7,13,10.0,6.0
Spain,Madrid,40.4,-3.68,66.2,0,0.0,25.9,13,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,75.5,76,0.52,2.2,13,10.0,6.0
Sudan,Khartoum,15.59,32.53,96.9,0,0.0,37.6,13,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,91.4,50,0.0,2.4,13,8.0,4.0
Sweden,Stockholm,59.33,18.05,50.0,25,0.0,0.8,13,10.0,6.0
Switzerland,Bern,46.92,7.47,51.8,0,0.0,29.9,13,10.0,6.0
Syria,Damascus,33.5,36.3,66.2,0,0.0,21.7,13,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,55.4,0,0.0,4.3,13,10.0,6.0
Tanzania,Dodoma,-6.18,35.75,70.8,46,0.0,2.4,13,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,25,1.93,156.7,13,10.0,6.0
Timor-Leste,Dili,-8.56,125.57,76.5,2,0.0,4.1,13,10.0,6.0
Bulgaria,Lom,43.81,23.24,53.5,7,0.0,20.3,13,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,75.2,25,0.0,1.8,13,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,87.8,25,0.01,3.2,13,10.0,6.0
Tunisia,Tunis,36.8,10.18,69.8,25,0.0,12.8,13,8.0,4.0
Turkey,Ankara,39.93,32.86,53.6,0,0.0,7.6,13,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,64.4,75,0.0,35.1,13,9.0,5.0
Tuvalu,Funafuti,-8.52,179.22,82.4,75,0.99,0.5,13,10.0,6.0
Uganda,Kampala,0.32,32.57,64.5,95,0.29,44.7,13,10.0,6.0
Ukraine,Kyiv,50.43,30.52,53.5,66,0.0,3.7,13,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,86.0,0,0.0,20.5,13,9.0,5.0
United Kingdom,London,51.52,-0.11,59.0,100,1.4,6.7,13,5.0,3.0
United States of America,Washington Park,46.6,-120.49,60.8,50,0.0,0.5,13,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,50.0,50,0.0,2.0,13,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,60.8,0,0.0,8.4,13,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,77.0,75,0.01,3.0,13,10.0,6.0
Venezuela,Caracas,10.5,-66.92,86.0,0,0.59,12.3,13,9.0,5.0
Vietnam,Hanoi,21.03,105.85,75.2,0,0.03,57.9,13,10.0,6.0
Yemen,Sanaa,15.35,44.21,59.1,0,0.0,10.0,13,10.0,6.0
Zambia,Lusaka,-15.42,28.28,77.4,2,0.0,32.6,13,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,70.1,0,0.0,19.0,13,10.0,6.0
Afghanistan,Kabul,34.52,69.18,55.8,6,0.0,28.2,7,10.0,6.0
Albania,Tirana,41.33,19.82,57.2,0,0.0,22.8,7,10.0,6.0
Algeria,Algiers,36.76,3.05,69.8,25,0.0,34.6,7,7.0,4.0
Andorra,Andorra La Vella,42.5,1.52,46.0,1,0.0,5.9,7,10.0,6.0
Angola,Luanda,-8.84,13.23,77.0,0,0.31,8.4,7,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,86.0,50,0.0,1.8,7,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,59.0,0,0.0,2.3,7,10.0,6.0
Armenia,Yerevan,40.18,44.51,57.2,25,0.0,1.6,7,10.0,6.0
Australia,Canberra,-35.28,149.22,44.6,0,0.0,1.9,7,10.0,6.0
Austria,Vienna,48.2,16.37,62.6,0,0.0,17.8,7,10.0,6.0
Azerbaijan,Baku,40.4,49.88,51.8,0,0.0,1.4,7,10.0,6.0
Bahamas,Nassau,25.08,-77.35,89.6,75,0.0,4.5,7,10.0,6.0
Bahrain,Manama,26.24,50.58,86.0,0,0.0,82.4,7,9.0,5.0
Bangladesh,Dhaka,23.72,90.41,79.5,25,0.0,397.3,7,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,86.0,25,0.0,1.7,7,10.0,6.0
Belarus,Minsk,53.9,27.57,46.4,0,0.0,1.6,7,10.0,6.0
Belgium,Brussels,50.83,4.33,64.4,25,0.0,13.0,7,10.0,6.0
Belize,Belmopan,17.25,-88.77,93.2,25,0.0,1.5,7,10.0,6.0
Benin,Porto-Novo,6.48,2.62,77.9,43,0.0,14.9,7,10.0,6.0
Bhutan,Thimphu,27.48,89.6,40.7,52,0.0,9.3,7,10.0,6.0
Bolivia,Sucre,-19.04,-65.26,73.2,3,0.0,0.7,7,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,53.6,0,0.0,10.5,7,10.0,6.0
Botswana,Gaborone,-24.65,25.91,69.8,0,0.01,31.4,7,10.0,6.0
Brazil,Bras,-2.08,-58.17,97.5,14,0.0,21.5,7,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,78.8,75,0.22,2.8,7,10.0,6.0
Bulgaria,Sofia,42.68,23.32,53.6,0,0.0,34.1,7,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,82.4,0,0.01,148.3,7,10.0,6.0
Burundi,Bujumbura,-3.38,29.36,68.1,83,0.02,36.5,7,10.0,6.0
Madagascar,Ivory,-24.37,46.45,72.1,9,0.0,2.5,7,10.0,6.0
Cape Verde,Praia,14.93,-23.51,82.4,50,0.0,64.0,7,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,78.8,50,0.03,52.1,7,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,61.5,27,0.0,21.4,7,10.0,6.0
Canada,Ottawa,45.42,-75.7,51.8,75,0.0,0.5,7,24.0,14.0
Central African Republic,Bangui,4.37,18.58,78.8,25,0.0,0.5,7,8.0,4.0
Chad,N'djamena,12.11,15.05,80.6,0,0.02,140.9,7,8.0,4.0
Chile,Santiago,-33.45,-70.67,73.4,0,0.0,19.5,7,10.0,6.0
China,Beijing,39.93,116.39,51.8,0,0.0,328.4,7,2.2,1.0
Bulgaria,Bogot,43.32,24.7,57.4,8,0.0,13.5,7,10.0,6.0
Comoros,Moroni,-11.7,43.24,71.3,0,0.0,2.0,7,10.0,6.0
Congo,Brazzaville,-4.26,15.28,82.4,25,0.03,27.9,7,8.0,4.0
Costa Rica,San Juan,9.97,-84.08,80.6,75,2.69,48.3,7,10.0,6.0
Croatia,Zagreb,45.8,16.0,60.8,0,0.0,21.8,7,10.0,6.0
Cuba,Havana,23.13,-82.36,89.6,50,0.0,3.6,7,9.0,5.0
Cyprus,Nicosia,35.17,33.37,69.8,25,0.0,15.3,7,10.0,6.0
Czech Republic,Prague,50.08,14.47,60.8,100,0.27,9.8,7,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,82.4,25,0.08,27.9,7,8.0,4.0
Denmark,Copenhagen,55.67,12.58,46.4,0,0.0,1.9,7,10.0,6.0
Djibouti,Djibouti,11.6,43.15,87.8,50,0.01,4.2,7,10.0,6.0
Dominica,Roseau,15.3,-61.4,84.2,50,0.16,2.3,7,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,89.6,50,0.0,7.5,7,10.0,6.0
Ecuador,Quito,-0.22,-78.5,57.3,55,4.77,28.3,7,7.0,4.0
Egypt,Cairo,30.05,31.25,77.0,50,0.0,14.1,7,6.0,3.0
El Salvador,San Salvador,13.71,-89.2,86.0,50,0.45,1.8,7,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,78.8,50,0.14,0.7,7,10.0,6.0
Eritrea,Asmara,15.33,38.93,70.2,5,0.0,12.9,7,10.0,6.0
Estonia,Tallinn,59.43,24.73,48.2,75,0.0,0.5,7,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,61.1,63,0.0,5.0,7,2.0,1.0
Ethiopia,Addis Ababa,9.03,38.7,62.6,25,0.0,16.0,7,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,71.6,75,0.0,2.4,7,10.0,6.0
Finland,Helsinki,60.18,24.93,42.8,0,0.0,0.5,7,10.0,6.0
France,Paris,48.87,2.33,66.2,50,0.0,8.7,7,10.0,6.0
Gabon,Libreville,0.38,9.45,80.6,75,0.92,5.2,7,10.0,6.0
Gambia,Banjul,13.45,-16.58,82.4,50,0.0,4.4,7,10.0,6.0
Georgia,Tbilisi,41.73,44.79,50.0,100,0.04,4.7,7,10.0,6.0
Germany,Berlin,52.52,13.4,55.4,75,0.02,8.9,7,10.0,6.0
Ghana,Accra,5.55,-0.22,80.6,50,0.0,12.8,7,10.0,6.0
Greece,Athens,37.98,23.72,66.2,0,0.0,3.6,7,10.0,6.0
Grenada,Saint George's,12.05,-61.75,87.8,25,0.01,2.0,7,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,78.8,100,0.66,29.2,7,10.0,6.0
Guinea,Conakry,9.51,-13.71,82.4,75,0.41,1.1,7,8.0,4.0
Guinea-Bissau,Bissau,11.85,-15.58,86.0,25,0.0,3.1,7,8.0,4.0
Guyana,Georgetown,6.8,-58.17,91.4,25,0.0,2.5,7,10.0,6.0
Haiti,Port-Au-Prince,18.54,-72.34,93.2,25,0.0,11.1,7,10.0,6.0
Vatican City,Vatican City,41.9,12.45,68.0,0,0.0,41.5,7,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,87.8,25,0.02,4.6,7,10.0,6.0
Hungary,Budapest,47.5,19.08,57.2,0,0.0,40.4,7,10.0,6.0
Iceland,Hella,63.83,-20.4,37.6,100,0.0,0.5,7,10.0,6.0
India,New Delhi,28.6,77.2,75.2,0,0.0,263.7,7,2.5,1.0
Indonesia,Jakarta,-6.21,106.85,82.4,25,0.0,484.8,7,4.5,2.0
Iran,Tehran,35.73,51.33,59.0,75,0.14,12.2,7,10.0,6.0
Iraq,Baghdad,33.34,44.39,84.2,0,0.0,11.6,7,10.0,6.0
Ireland,Dublin,53.33,-6.25,53.6,75,0.0,10.8,7,10.0,6.0
Israel,Jerusalem,31.78,35.23,75.2,25,0.0,17.6,7,10.0,6.0
Italy,Rome,41.9,12.48,68.0,0,0.0,41.5,7,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,91.4,25,0.0,3.6,7,10.0,6.0
Japan,Tokyo,35.69,139.69,62.6,25,0.0,15.3,7,10.0,6.0
Jordan,Amman,31.95,35.93,66.2,0,0.0,17.2,7,6.0,3.0
Kazakhstan,Astana,51.18,71.43,32.0,0,0.0,2.1,7,9.0,5.0
Kenya,Nairobi,-1.28,36.82,69.8,75,0.0,15.5,7,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,85.0,57,0.0,0.5,7,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,88.0,0,0.0,89.1,7,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,57.9,27,0.0,18.7,7,10.0,6.0
Indonesia,Laos,-8.18,114.32,68.8,27,0.0,43.0,7,10.0,6.0
Latvia,Riga,56.95,24.1,50.0,0,0.0,0.9,7,10.0,6.0
Lebanon,Beirut,33.87,35.51,77.0,0,0.0,31.5,7,8.0,4.0
Lesotho,Maseru,-29.32,27.48,54.8,82,0.08,13.5,7,10.0,6.0
Liberia,Monrovia,6.31,-10.8,78.8,75,0.0,0.9,7,10.0,6.0
Thailand,Nan,18.78,100.78,72.8,66,0.95,14.1,7,10.0,6.0
Liechtenstein,Vaduz,47.13,9.52,55.4,0,0.0,11.9,7,10.0,6.0
Lithuania,Vilnius,54.68,25.32,50.0,25,0.0,1.4,7,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,60.8,25,0.0,9.7,7,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,68.0,75,0.0,15.3,7,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,75.6,0,0.0,15.9,7,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,77.0,25,0.0,178.9,7,5.0,3.0
Maldives,Farukolhufunadhoo,6.15,73.27,81.0,45,0.0,0.5,7,10.0,6.0
Mali,Bamako,12.65,-8.0,77.0,25,0.22,27.6,7,10.0,6.0
Malta,Valletta,35.9,14.51,69.8,25,0.0,11.2,7,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,84.2,75,0.0,0.5,7,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,81.3,3,0.0,67.4,7,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,71.7,17,0.0,1.5,7,10.0,6.0
Mexico,Mexico City,19.43,-99.13,78.8,50,0.0,37.4,7,16.0,9.0
Micronesia,Palikir,6.92,158.15,77.0,100,0.0,0.5,7,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,43.8,3,0.0,3.8,7,10.0,6.0
Monaco,Monaco,43.73,7.42,68.0,25,0.0,26.4,7,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,21.2,0,0.0,5.8,7,10.0,6.0
Montenegro,Podgorica,42.44,19.26,62.6,0,0.0,12.7,7,10.0,6.0
Morocco,Rabat,34.03,-6.84,69.8,50,0.0,14.5,7,5.0,3.0
Mozambique,Maputo,-25.97,32.59,75.2,50,0.0,13.9,7,10.0,6.0
Myanmar,Pathein,16.78,94.73,75.3,14,0.0,33.8,7,10.0,6.0
Namibia,Windhoek,-22.57,17.08,68.0,0,0.0,6.7,7,10.0,6.0
Turkey,Yaren,39.55,27.62,57.2,0,0.0,17.3,7,10.0,6.0
Nepal,Kathmandu,27.72,85.32,64.4,50,0.0,165.9,7,7.0,4.0
Netherlands,Amsterdam,52.37,4.89,62.6,75,0.0,4.2,7,10.0,6.0
New Zealand,Wellington,-41.3,174.78,57.2,100,0.01,2.3,7,10.0,6.0
Nicaragua,Managua,12.15,-86.27,93.2,25,1.84,21.7,7,10.0,6.0
Niger,Niamey,13.52,2.12,93.2,0,0.0,57.3,7,8.0,4.0
Nigeria,Abuja,9.18,7.18,73.4,25,0.0,13.7,7,10.0,6.0
North Korea,Pyongyang,39.02,125.75,57.5,71,0.0,353.0,7,10.0,6.0
Macedonia,Skopje,42.0,21.43,53.6,0,0.0,25.5,7,10.0,6.0
Norway,Oslo,59.92,10.75,50.0,75,0.0,0.5,7,10.0,6.0
Oman,Muscat,23.61,58.59,84.2,0,0.0,59.5,7,10.0,6.0
Pakistan,Islamabad,33.7,73.17,72.0,5,0.0,144.9,7,10.0,6.0
Palau,Adkip,7.36,134.51,83.0,73,0.01,4.8,7,9.0,5.0
Bolivia,National,-11.18,-67.08,86.9,83,0.37,7.7,7,9.0,5.0
Panama,Panama City,8.97,-79.53,87.8,37,0.04,1.5,7,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,77.0,75,0.01,13.4,7,4.0,2.0
Paraguay,Carreria,-21.55,-58.12,68.8,100,0.0,1.2,7,10.0,6.0
Peru,Lima,-12.05,-77.05,67.0,21,0.0,8.3,7,10.0,6.0
Philippines,Manila,14.6,120.98,78.8,25,0.0,45.2,7,10.0,6.0
Poland,Warsaw,52.25,21.0,50.0,25,0.0,4.3,7,10.0,6.0
Portugal,Lisbon,38.72,-9.13,71.6,0,0.0,24.4,7,10.0,6.0
Qatar,Doha,25.29,51.53,87.8,0,0.0,53.4,7,8.0,4.0
Romania,Bucharest,44.43,26.1,59.0,0,0.0,13.3,7,10.0,6.0
Russia,Moscow,55.75,37.62,48.2,0,0.03,3.5,7,10.0,6.0
Rwanda,Kigali,-1.95,30.06,71.6,50,0.21,23.7,7,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,86.0,25,0.06,1.7,7,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,87.8,75,0.24,2.0,7,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.0,37,0.0,1.2,7,10.0,6.0
Samoa,Apia,-13.83,-171.73,86.0,50,0.06,3.4,7,10.0,6.0
San Marino,San Marino,43.93,12.45,64.4,0,0.0,48.2,7,3.0,1.0
Belgium,'S-Gravenwezel,51.27,4.55,62.6,75,0.0,13.0,7,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,78.8,0,0.0,49.6,7,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,25,0.11,54.9,7,10.0,6.0
Serbia,Belgrade,44.8,20.47,64.4,0,0.0,27.2,7,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,78.8,25,0.02,1.1,7,10.0,6.0
